   MB       Rsize        avg              max                  min
  10.0  8.388608E7  577.1709139760588  751.2352343637273  314.00932513644545
  10.0  8.388608E7  574.2752318079212  744.3210881360769  326.8449680593804
  10.0  8.388608E7  577.3982982794955  748.9417302229774  322.3799895369739
  10.0  8.388608E7  587.4727447817936  758.1606767125107  328.5215125155863
  10.0  8.388608E7  581.5746926417839  752.3083200696591  327.43051824946497
  10.0  8.388608E7  577.1583166449175  748.253449885873  323.74215612478355
  10.0  8.388608E7  577.9056114511127  746.2416068390406  338.0103361615561
  10.0  8.388608E7  579.0255278538145  753.5502293836051  314.7306327933046
  10.0  8.388608E7  580.8815735133016  755.6362751221274  308.6339689852151
  10.0  8.388608E7  582.5242738383512  754.1210120133012  323.47740783144457
  10.0  8.388608E7  578.198019578979  746.4763259424759  336.2689546757493
  10.0  8.388608E7  585.9440778083856  759.1215936265927  323.5223253760963
  10.0  8.388608E7  585.7943043144528  758.486454909968  324.59197564877155
  10.0  8.388608E7  580.6319381976928  751.2985954306317  331.1967183122504
  10.0  8.388608E7  571.3145995935843  742.5121925133698  331.1118081418575
  10.0  8.388608E7  568.3690509894024  737.9163408711296  324.17219169559036
  10.0  8.388608E7  574.2865649897371  750.0002762514898  306.19399247326027
  10.0  8.388608E7  571.1295675480482  750.6198085618788  286.9559823976036
  10.0  8.388608E7  578.1927990959279  752.6579790244971  312.29874161445196
  10.0  8.388608E7  572.7255385885223  749.1475468526792  298.2529285423269
  10.0  8.388608E7  575.9322117068574  749.5779350693421  312.91213614659387
  10.0  8.388608E7  578.1410650514805  748.8328142963458  325.4793068786032
  10.0  8.388608E7  578.138978099033  751.8356905428946  313.75166666041827
  10.0  8.388608E7  584.8840405659987  748.6727367594366  376.60308057891797
  10.0  8.388608E7  582.9870052099845  757.5949182141924  316.0444659505473
  10.0  8.388608E7  578.799576468397  747.4199631505921  337.1058114414736
  10.0  8.388608E7  576.5572285562458  746.5125874731718  332.0416984070777
  10.0  8.388608E7  564.2727319338586  731.637627266754  332.4521402109927
  10.0  8.388608E7  584.2920443747305  755.6732651964874  331.4432054756362
  10.0  8.388608E7  577.7061385040929  750.8837560409388  312.9056729735841
  10.0  8.388608E7  577.1175656115331  745.1606184027696  340.09445780135707
  10.0  8.388608E7  576.1564887044202  744.7024650561351  335.83340077423435
  10.0  8.388608E7  576.7392330463769  752.6484550366459  303.4476360269522
  10.0  8.388608E7  569.4103031331932  738.4004503540344  332.44179064462156
  10.0  8.388608E7  577.4411384242842  750.2386194176497  315.61001392826785
  10.0  8.388608E7  571.8121257390065  741.3609037149098  325.6651347126911
  10.0  8.388608E7  589.5929570122665  756.8170017560043  353.15011296649834
  10.0  8.388608E7  578.9008407383161  748.8934724884726  332.33636671941224
  10.0  8.388608E7  589.5831436106052  763.0714181894696  323.3669998639321
  10.0  8.388608E7  574.1482216071558  748.7083889521368  307.58338698267926
  10.0  8.388608E7  571.8586064958529  745.5879787625954  307.85460353693765
  10.0  8.388608E7  575.2099249343617  744.2606573239792  332.4846714937868
  10.0  8.388608E7  584.2587122882713  754.0872847920681  336.9158310463629
  10.0  8.388608E7  576.2062952728106  751.8276624985276  303.5276743256203
  10.0  8.388608E7  579.0720845461692  748.0802566747052  338.2124662733597
  10.0  8.388608E7  575.1381717973956  743.324383451435  335.2325512326541
